text,cefr_level
"Rather , it’s about how they think about it relative to competitors’ products — your product is less  expensive, performs better , or fits better with the customer ’s lifestyle.",B2
Sharing : Culture is the product of people sharing with one another .,A2
"In a control condition, customers were of fered the cupcake and two cookies as a package for 75 cents 200    Attitudes and Attitude Change right at the onset.",C1
The belief here is that our personalities are shaped by situational factors,B1
"To do that, the individual’ s unconscious mind uses ego defense mechanisms  —  unconscious protective behaviours that aim to reduce anxiety .",B2
People go to great lengths to make shirts  with clever sayings or act enthusiastically in hopes of being picked to be a part of the studio audience  and hopefully become a contestant on the show,B1
Branding is about selling  everything associated with your or ganization .,B1
Let’s imagine another example using this model to show how it can predict attitude and outcome:  Jillian is a personal fitness trainer and is now eligible to get a vaccine for Covid-19 so she can protect herself  and stop the spread to her loved ones and community,B1
"Conscientious consumerism:  A term used to describe consumers who act with a heightened sense of awareness, care, and  sensitivity in their purchasing decisions.",B2
Wendy’ s slogan that its products are “way better than fast food”  is another example.,B1
Availability Bias  : Making decisions based on immediate information or examples that come to  mind,A2
"When sportswear and sneaker brand Puma signed Rihanna on to not just endorse the brand but design  an entire collection, sales soared in all the regions and the brand enjoyed a new “revival” in the U.S",B2
"It’ s against the law  to rob a bank, and banks go to great lengths to prevent such crimes.",B1
"Aesthetics: Artistic people often form a subculture of their own associated with their  common interests, such as art, music, dance, drama, and folklore",B2
Enacted norms: These norms are endorsed by one’ s own culture and are expressed as  283 explicit rules of behaviour,B2
"Here, people view their goals as something they want  to do  that will bring them added pleasure (e.g., exercising because being healthy allows them to do more  activities).",B1
Private acceptance: This is the result of conformity and is described as a real change in an  individual’ s opinions,B2
"In a typical real scenario along the lines of that diagrammed above, B, C and R are all local to a site, and bandwidth of long-haul paths is almost always less than the local LAN bandwidth within a site.",C1
We might also want a relatively uniform rateof sending; the TCP sawtooth leads to periodic variations in throughput that we may wish to avoid,C1
"Implementations can be ﬁxed immediately, once the problem is understood, but protocol changes require considerable negotiation and review",B2
"The Ethernet collision-management algorithm was known as CSMA/CD, where CD stood for Collision Detection.",B2
